Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
MEIM.S2WA,1999.11,141.665303,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,1999.12,171.309118,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2000.01,139.145655,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2000.02,144.653896,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2000.03,171.834272,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2000.04,139.247297,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2000.05,141.968095,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2000.06,132.632894,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2000.07,134.802324,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2000.08,143.823018,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2000.09,138.618933,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2000.10,146.427964,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2000.11,157.344662,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2000.12,180.569562,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2001.01,160.326006,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2001.02,154.887372,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2001.03,180.718845,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2001.04,157.340751,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2001.05,157.898687,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2001.06,151.091215,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2001.07,154.242794,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2001.08,164.814414,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2001.09,162.174221,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2001.10,171.081814,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2001.11,179.671245,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2001.12,204.471445,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2002.01,184.378881,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2002.02,184.098388,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2002.03,203.978996,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2002.04,181.065359,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2002.05,194.139963,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2002.06,166.84091,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2002.07,177.75208,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2002.08,181.832364,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2002.09,184.338903,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2002.10,190.440907,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2002.11,191.505601,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2002.12,231.432118,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.01,202.315834,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.02,192.478785,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.03,216.164869,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.04,194.356341,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.05,188.669899,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.06,180.024357,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.07,188.285321,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.08,188.146141,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.09,188.753056,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.10,195.251843,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.11,205.095307,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2003.12,241.286352,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.01,207.323516,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.02,204.189951,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.03,229.20112,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.04,207.016275,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.05,197.640203,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.06,195.061689,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.07,198.001085,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.08,201.387119,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.09,206.827859,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.10,197.485612,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.11,220.470662,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2004.12,250.216811,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.01,220.140792,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.02,214.598022,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.03,239.43247,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.04,209.913293,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.05,211.796163,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.06,204.109085,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.07,206.781266,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.08,219.60636,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.09,217.76848,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.10,217.750442,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.11,238.166345,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2005.12,263.187954,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.01,233.455921,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.02,229.397133,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.03,248.116904,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.04,216.804288,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.05,227.103316,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.06,213.569658,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.07,221.827951,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.08,239.051162,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.09,225.158404,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.10,232.950563,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.11,246.847051,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2006.12,266.572055,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.01,248.431013,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.02,242.383841,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.03,257.265978,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.04,234.866802,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.05,247.446883,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.06,218.91321,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.07,231.898391,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.08,248.942679,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.09,238.868548,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.10,251.543612,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.11,261.408601,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2007.12,292.397047,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.01,274.73251,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.02,264.502396,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.03,275.42849,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.04,264.733682,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.05,253.244794,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.06,249.01394,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.07,264.077324,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.08,258.457131,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.09,264.032534,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.10,279.710334,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.11,280.81616,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2008.12,322.766572,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
MEIM.S2WA,2009.01,279.607467,,P,Value,6,Employment indicators - MEI,High level industry by variable,Total earnings,Primary industries,Actual,,
